149	1817	0	6	134180
150	2334	0	5	135115
151	2367	0	4	136070
152	2503	0	4	137172
153	2741	0	4	138519
154	1756	0	4	138923
155	2434	0	4	140021
156	1751	0	4	140423
157	3104	0	4	142134
158	1935	0	4	142745
159	2722	0	4	144160
160	2904	0	4	145689
161	1801	0	4	146131
162	1949	0	4	146698
163	1963	0	3	147197
164	3240	0	3	148840
165	2861	0	3	150200
166	3270	0	2	152049
167	2648	0	2	153160
168	2776	0	2	154426
169	2180	0	1	155114
170	2365	0	1	155956
171	2026	0	1	156510
172	1899	0	1	156926
173	1983	0	1	157417
174	3108	0	1	159016
175	2098	0	1	159578
176	3316	0	1	161382
177	3691	0	1	163447
178	1893	0	1	163833
179	2951	0	0	165205
180	3790	0	0	167503
181	3333	0	0	169359
182	1995	0	0	169897
183	2691	0	0	171136
184	3402	0	0	173106
185	3956	0	0	175579
186	2212	0	0	176287
187	3578	0	0	178336
188	4007	0	0	180729
189	2801	0	0	181896
190	2325	0	0	182465
191	3706	0	0	184374
192	3856	0	0	186353
193	4200	0	0	188565
194	3684	0	0	190279
195	3455	0	0	191661
196	3036	0	0	192661
197	3781	0	0	194324
198	2590	0	0	194835
199	2581	0	0	195343
200	3463	0	0	196740
201	4386	0	0	199088
202	2407	0	0	199419
203	3310	0	0	200648
204	3143	0	0	201691
205	3846	0	0	203386
206	2809	0	0	204062
207	4448	0	0	206312
208	4063	0	0	208172
209	4326	0	0	210270
210	4639	0	0	212719
211	4159	0	0	214692
212	4591	0	0	217166
213	3140	0	0	218223
214	3308	0	0	219437
215	3359	0	0	220798
216	3879	0	0	222630
217	2656	0	0	223225
218	4698	0	0	225948
219	4114	0	0	227891
220	3080	0	0	228745
221	4162	0	0	230692
222	2666	0	0	231196
223	5227	0	0	234198
224	4024	0	0	236050
225	4077	0	0	237892
226	3059	0	0	238655
227	5403	0	0	241806
228	4293	0	0	243827
229	3090	0	0	244632
