generation,calculated_children,children_created,random_event_child,homosexuals,alive_population,total_population
0,0,0,2347,10000,10000,
102,1090,1090,24,406,46497,62329,
103,1058,1058,27,404,47254,63387,
104,1116,1116,27,401,48067,64503,
105,1050,1050,21,401,48854,65553,
106,1156,1156,23,398,49675,66709,
107,1236,1236,24,402,50623,67945,
108,1207,1207,25,403,51545,69152,
109,1358,1358,24,407,52579,70510,
110,1325,1325,19,410,53560,71835,
111,1368,1368,15,416,54614,73203,
112,1409,1409,27,418,55668,74612,
113,1346,1346,21,420,56659,75958,
114,1513,1513,16,423,57848,77471,
115,1430,1430,17,423,58895,78901,
116,1350,1350,18,425,59876,80251,
117,1453,1453,24,426,60911,81704,
118,1441,1441,21,429,61923,83145,
119,1356,1356,18,431,62903,84501,
120,1425,1425,19,428,63965,85926,
121,1510,1510,16,426,65092,87436,
122,1402,1402,21,423,66064,88838,
123,1453,1453,19,416,67072,90291,
124,1638,1638,19,408,68302,91929,
125,1829,1829,19,412,69754,93758,
126,1637,1637,21,410,70990,95395,
127,1680,1680,17,406,72210,97075,
128,1839,1839,13,406,73607,98914,
129,1676,1676,25,408,74860,100590,
130,1811,1811,23,404,76200,102401,
131,1752,1752,24,400,77474,104153,
132,1673,1673,17,403,78639,105826,
133,2030,2030,12,406,80191,107856,
134,1842,1842,22,404,81499,109698,
135,1857,1857,22,397,82849,111555,
136,1847,1847,21,399,84168,113402,
137,2152,2152,22,392,85806,115554,
138,2098,2098,22,390,87356,117652,
139,2194,2194,26,392,88981,119846,
140,2215,2215,15,389,90677,122061,
141,2373,2373,18,390,92511,124434,
142,2109,2109,15,387,94042,126543,
143,2040,2040,13,384,95486,128583,
144,2111,2111,15,385,96953,130694,
145,2385,2385,20,387,98719,133079,
146,2607,2607,23,383,100714,135686,
147,2229,2229,14,382,102321,137915,
148,2360,2360,19,382,104024,140275,
149,2768,2768,20,377,106109,143043,
150,2342,2342,18,375,107782,145385,
151,2567,2567,12,376,109677,147952,
152,2368,2368,14,370,111339,150320,
153,2852,2852,16,370,113440,153172,
154,2731,2731,13,370,115476,155903,
155,2729,2729,18,366,117535,158632,
156,3168,3168,21,367,119905,161800,
157,2703,2703,22,360,121860,164503,
158,2978,2978,20,355,124083,167481,
159,3196,3196,21,352,126500,170677,
160,3394,3394,25,345,129112,174071,
161,3384,3384,17,339,131655,177455,
162,3005,3005,8,337,133830,180460,
163,3430,3430,14,338,136443,183890,
164,3150,3150,17,332,138701,187040,
165,3339,3339,18,331,141158,190379,
166,3354,3354,12,332,143648,193733,
167,3467,3467,11,329,146237,197200,
168,3647,3647,17,328,148929,200847,
169,3300,3300,16,323,151257,204147,
170,3686,3686,11,320,154017,207833,
171,4012,4012,18,318,157007,211845,
172,4174,4174,13,316,160204,216019,
173,4274,4274,15,310,163524,220293,
174,4389,4389,19,307,166901,224682,
175,3604,3604,13,301,169470,228286,
176,3974,3974,17,297,172444,232260,
177,4303,4303,13,297,175640,236563,
178,3870,3870,9,294,178441,240433,
179,4734,4734,9,291,182036,245167,
180,4843,4843,15,287,185791,250010,
181,4019,4019,11,281,188681,254029,
182,4691,4691,7,278,192209,258720,
183,4220,4220,13,274,195259,262940,
184,5041,5041,13,272,199015,267981,
185,4744,4744,3,270,202424,272725,
186,5368,5368,17,263,206475,278093,
187,5459,5459,10,260,210647,283552,
188,4725,4725,10,259,214044,288277,
189,4903,4903,7,255,217609,293180,
190,5100,5100,16,255,221293,298280,
191,5374,5374,10,252,225170,303654,
192,5856,5856,10,250,229612,309510,
193,6130,6130,13,248,234361,315640,
194,5320,5320,8,245,238206,320960,
195,5243,5243,8,242,242057,326203,
196,6074,6074,5,242,246720,332277,
197,5689,5689,10,241,250932,337966,
198,6230,6230,5,237,255663,344196,
199,5912,5912,5,234,260030,350108,
200,6587,6587,14,228,265056,356695,
201,6686,6686,13,226,270170,363381,
202,6701,6701,5,219,275160,370082,
203,6833,6833,5,221,280219,376915,
204,6074,6074,8,222,284558,382989,
205,6670,6670,8,219,289402,389659,
206,6345,6345,7,219,293967,396004,
207,7188,7188,9,210,299359,403192,
208,7735,7735,7,207,305328,410927,
209,6990,6990,10,206,310509,417917,
210,7369,7369,9,204,315894,425286,
211,8347,8347,10,201,322284,433633,
212,7210,7210,12,200,327610,440843,
213,7766,7766,9,197,333352,448609,
214,8515,8515,6,193,339800,457124,
215,8058,8058,8,190,345787,465182,
216,8461,8461,3,187,352099,473643,
217,8560,8560,4,184,358450,482203,
218,9025,9025,9,182,365262,491228,
219,9181,9181,4,181,372255,500409,
220,9087,9087,12,178,379158,509496,
221,9420,9420,8,176,386216,518916,
222,10280,10280,8,173,394225,529196,
223,9578,9578,7,170,401339,538774,
224,8859,8859,6,169,407857,547633,
225,9888,9888,13,168,415324,557521,
226,9817,9817,10,168,422599,567338,
227,10896,10896,10,164,430998,578234,
228,11310,11310,15,161,439653,589544,
229,10171,10171,5,164,447164,599715,
230,11238,11238,12,167,455743,610953,
231,11028,11028,5,165,463952,621981,
232,11489,11489,7,161,472600,633470,
233,11995,11995,6,160,481641,645465,
234,12532,12532,9,160,491139,657997,
235,10767,10767,4,162,498765,668764,
236,11912,11912,11,159,507543,680676,
237,13403,13403,8,158,517664,694079,
238,11593,11593,7,154,526066,705672,
239,12458,12458,5,152,535281,718130,
240,13175,13175,3,153,544993,731305,
241,13686,13686,4,152,555323,744991,
242,13359,13359,4,151,565310,758350,
243,13213,13213,10,150,575057,771563,
244,12634,12634,10,147,584187,784197,
245,14056,14056,10,146,594561,798253,
246,14011,14011,9,144,604719,812264,
247,15347,15347,8,142,616281,827611,
248,14346,14346,7,142,626810,841957,
249,14378,14378,7,141,637265,856335,
250,14005,14005,5,137,647295,870340,
251,15854,15854,9,135,659081,886194,
252,15211,15211,11,135,670158,901405,
253,14708,14708,8,134,680735,916113,
254,17211,17211,6,132,693664,933324,
255,15222,15222,4,132,704503,948546,
256,18388,18388,8,130,718464,966934,
257,19254,19254,5,130,733220,986188,
258,18819,18819,10,130,747436,1005007,
259,16766,16766,6,130,759530,1021773,
260,20114,20114,6,127,774918,1041887,
261,18207,18207,4,125,788224,1060094,
262,20556,20556,6,126,803838,1080650,
263,21305,21305,9,123,820155,1101955,
264,18087,18087,8,120,833172,1120042,
265,20468,20468,5,118,848506,1140510,
266,20258,20258,12,118,863401,1160768,
267,22261,22261,4,117,880209,1183029,
268,21604,21604,8,114,896407,1204633,
269,22552,22552,2,111,913421,1227185,
270,24180,24180,5,109,931864,1251365,
271,20030,20030,3,108,946248,1271395,
272,21736,21736,3,106,962234,1293131,
273,22891,22891,8,105,979163,1316022,
274,24564,24564,5,106,997795,1340586,
275,25484,25484,9,103,1017104,1366070,
276,26786,26786,5,104,1037553,1392856,
277,24624,24624,5,104,1055775,1417480,
278,23030,23030,4,103,1072357,1440510,
279,23992,23992,2,100,1089867,1464502,
280,24424,24424,5,96,1107540,1488926,
281,24879,24879,4,96,1125771,1513805,
282,28305,28305,7,96,1147298,1542110,
283,26353,26353,8,94,1166607,1568463,
284,30884,30884,7,94,1190334,1599347,
285,26424,26424,5,91,1209575,1625771,
286,29712,29712,4,89,1231840,1655483,
287,28765,28765,4,87,1253014,1684248,
288,31339,31339,0,85,1276450,1715587,
289,30402,30402,4,85,1298913,1745989,
290,33266,33266,6,83,1324024,1779255,
291,32001,32001,7,86,1347743,1811256,
292,30178,30178,3,85,1369369,1841434,
293,29595,29595,6,82,1390491,1871029,
294,32903,32903,7,82,1414727,1903932,
295,32625,32625,1,80,1438200,1936557,
296,34927,34927,4,78,1463907,1971484,
297,36962,36962,7,76,1491687,2008446,
298,36149,36149,2,74,1518582,2044595,
299,33973,33973,2,71,1542806,2078568,
300,40680,40680,2,69,1573652,2119248,
301,38730,38730,1,67,1602413,2157978,
302,34984,34984,4,65,1627146,2192962,
303,38704,38704,1,63,1655529,2231666,
304,37294,37294,3,63,1682335,2268960,
305,38790,38790,3,62,1710505,2307750,
306,37708,37708,2,60,1737172,2345458,
307,38485,38485,0,61,1764541,2383943,
308,44230,44230,1,60,1797384,2428173,
309,45877,45877,4,58,1831577,2474050,
310,39620,39620,4,56,1859409,2513670,
311,49183,49183,4,55,1896803,2562853,
312,44726,44726,2,53,1929498,2607579,
313,43632,43632,1,50,1960740,2651211,
314,51442,51442,1,49,1999761,2702653,
315,44726,44726,0,47,2031770,2747379,
316,53622,53622,2,46,2072603,2801001,
317,55079,55079,4,44,2114688,2856080,
318,54080,54080,0,42,2155613,2910160,
319,49263,49263,0,40,2191456,2959423,
320,56095,56095,6,39,2233894,3015518,
321,53232,53232,2,40,2273414,3068750,
322,52120,52120,2,38,2311550,3120870,
323,57864,57864,3,39,2355207,3178734,
324,52587,52587,1,37,2393511,3231321,
325,54111,54111,0,36,2433097,3285432,
326,64105,64105,3,35,2482400,3349537,
327,66855,66855,5,35,2534054,3416392,
328,60159,60159,3,35,2578782,3476551,
329,64214,64214,2,35,2627228,3540765,
330,62672,62672,1,35,2673605,3603437,
331,63612,63612,0,33,2720361,3667049,
332,68652,68652,0,32,2771562,3735701,
333,62101,62101,0,31,2816100,3797802,
334,68680,68680,1,30,2866715,3866482,
335,68979,68979,4,30,2917053,3935461,
336,77383,77383,0,27,2975613,4012844,
337,74059,74059,3,27,3030525,4086903,
338,76943,76943,0,24,3088169,4163846,
339,75779,75779,3,24,3144166,4239625,
340,78829,78829,1,24,3202874,4318454,
341,73177,73177,1,23,3255656,4391631,
342,72848,72848,0,22,3307511,4464479,
343,80241,80241,1,21,3366527,4544720,
344,80480,80480,2,21,3425522,4625200,
345,74875,74875,3,21,3478659,4700075,
346,91416,91416,1,20,3548093,4791491,
347,92902,92902,1,20,3618505,4884393,
348,92237,92237,0,19,3687732,4976630,
349,81674,81674,2,18,3746088,5058304,
350,99314,99314,1,18,3821481,5157618,
351,100261,100261,0,16,3897742,5257879,
352,85057,85057,0,16,3958346,5342936,
353,93124,93124,0,15,4027072,5436060,
354,88603,88603,0,15,4091153,5524663,
355,95737,95737,2,14,4162015,5620400,
356,107787,107787,1,14,4244271,5728187,
357,102799,102799,1,14,4321106,5830986,
358,94913,94913,0,14,4389383,5925899,
359,102099,102099,0,13,4464315,6027998,
360,99127,99127,0,12,4535998,6127125,
361,121785,121785,1,12,4629436,6248910,
362,111632,111632,0,12,4711924,6360542,
363,108505,108505,0,11,4790768,6469047,
364,105500,105500,0,11,4866232,6574547,
365,110729,110729,0,11,4946526,6685276,
366,131426,131426,0,10,5047009,6816702,
367,126662,126662,0,10,5142645,6943364,
368,119228,119228,0,8,5230468,7062592,
369,130748,130748,0,8,5328977,7193340,
370,134170,134170,0,8,5430412,7327510,
371,137351,137351,0,8,5534264,7464861,
372,141829,141829,2,8,5641986,7606690,
373,150992,150992,0,8,5757695,7757682,
374,146562,146562,1,8,5868443,7904244,
375,138971,138971,0,8,5971088,8043215,
376,160397,160397,0,8,6094620,8203612,
377,163733,163733,0,8,6221115,8367345,
378,166684,166684,0,8,6350678,8534029,
379,153661,153661,0,7,6466638,8687690,
380,170218,170218,0,7,6598692,8857908,
381,163705,163705,0,7,6723431,9021613,
382,173764,173764,0,7,6857699,9195377,
383,167499,167499,0,7,6984714,9362876,
384,152246,152246,0,6,7095226,9515122,
385,154472,154472,1,5,7207272,9669594,
386,167085,167085,0,5,7330761,9836679,
387,170677,170677,0,4,7456900,10007356,
388,182314,182314,1,4,7593446,10189670,
389,188540,188540,1,3,7735100,10378210,
390,193229,193229,0,3,7880148,10571439,
391,171603,171603,0,3,8002496,10743042,
392,214435,214435,0,3,8166428,10957477,
393,189581,189581,0,3,8304679,11147058,
394,185210,185210,0,3,8438036,11332268,
395,183675,183675,0,3,8569231,11515943,
396,190020,190020,0,3,8706073,11705963,
397,201641,201641,0,2,8853881,11907604,
398,233896,233896,0,1,9033365,12141500,
399,222475,222475,0,1,9200243,12363975,
400,235687,235687,0,1,9379466,12599662,
401,226624,226624,0,1,9548081,12826286,
402,253864,253864,0,1,9742302,13080150,
403,226043,226043,0,1,9907370,13306193,
404,262827,262827,0,1,10108330,13569020,
405,258618,258618,0,1,10303790,13827638,
406,243235,243235,0,1,10483574,14070873,
407,236739,236739,0,1,10655876,14307612,
408,262003,262003,0,1,10852502,14569615,
409,254751,254751,0,1,11039804,14824366,
410,269379,269379,0,1,11240457,15093745,
411,244983,244983,0,1,11414563,15338728,
412,276918,276918,0,1,11619521,15615646,
413,282556,282556,0,1,11828651,15898202,
414,268706,268706,0,1,12023513,16166908,
415,263218,263218,0,1,12211432,16430126,
416,274437,274437,0,1,12410546,16704563,
417,321296,321296,0,1,12655463,17025859,
418,330282,330282,0,1,12908500,17356141,
419,333621,333621,0,0,13163287,17689762,
420,292255,292255,0,0,13375410,17982017,
421,299564,299564,0,0,13591845,18281581,
422,295297,295297,0,0,13802240,18576878,
423,339036,339036,0,0,14053637,18915914,
424,319036,319036,0,0,14283294,19234950,
425,331221,331221,0,0,14524176,19566171,
426,318204,318204,0,0,14752067,19884375,
